region,DD_sem_1.5C_rcp85_time-mean_ensemble-diff-min,ci_name,ci_frequency,standard_name,units,mid_month
09571_Ansbach,-4.054542541503906,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09572_Erlangen-Höchstadt,-4.101108551025391,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09573_Fürth,-4.058086395263672,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09574_Nürnberger Land,-4.30889892578125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09575_Neustadt a.d. Aisch-Bad Windsheim,-4.161998748779297,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09576_Roth,-4.511775970458984,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09577_Weißenburg-Gunzenhausen,-4.265678405761719,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09661_Aschaffenburg,-6.247669219970703,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09662_Schweinfurt,-4.406169891357422,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09663_Würzburg,-3.7108306884765625,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09671_Aschaffenburg,-5.4341583251953125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09672_Bad Kissingen,-3.6098785400390625,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09673_Rhön-Grabfeld,-4.045589447021484,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09674_Haßberge,-4.408161163330078,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09675_Kitzingen,-4.7891998291015625,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09676_Miltenberg,-4.926963806152344,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09677_Main-Spessart,-3.966033935546875,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09678_Schweinfurt,-4.402278900146484,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09679_Würzburg,-4.110176086425781,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09761_Augsburg,-4.857128143310547,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09762_Kaufbeuren,-4.400001525878906,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09763_Kempten (Allgäu),-4.489532470703125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09764_Memmingen,-3.6619796752929688,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09771_Aichach-Friedberg,-4.339141845703125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09772_Augsburg,-4.528778076171875,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09773_Dillingen a.d. Donau,-3.5354957580566406,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09774_Günzburg,-3.9075851440429688,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09775_Neu-Ulm,-4.134899139404297,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09776_Lindau (Bodensee),-4.090068817138672,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09777_Ostallgäu,-4.307239532470703,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09778_Unterallgäu,-3.8740196228027344,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09779_Donau-Ries,-3.7114639282226562,DD,sem,days_with_precipitation_amount_below_threshold,days,1
09780_Oberallgäu,-4.021656036376953,DD,sem,days_with_precipitation_amount_below_threshold,days,1
10041_Regionalverband Saarbrücken,-3.9534950256347656,DD,sem,days_with_precipitation_amount_below_threshold,days,1
10042_Merzig-Wadern,-4.186725616455078,DD,sem,days_with_precipitation_amount_below_threshold,days,1
10043_Neunkirchen,-4.869224548339844,DD,sem,days_with_precipitation_amount_below_threshold,days,1
10044_Saarlouis,-3.965160369873047,DD,sem,days_with_precipitation_amount_below_threshold,days,1
10045_Saarpfalz-Kreis,-4.300559997558594,DD,sem,days_with_precipitation_amount_below_threshold,days,1
10046_St. Wendel,-5.005741119384766,DD,sem,days_with_precipitation_amount_below_threshold,days,1
11000_Berlin,-4.805999755859375,DD,sem,days_with_precipitation_amount_below_threshold,days,1
12051_Brandenburg an der Havel,-4.087074279785156,DD,sem,days_with_precipitation_amount_below_threshold,days,1
12052_Cottbus,-3.3681869506835938,DD,sem,days_with_precipitation_amount_below_threshold,days,1
12053_Frankfurt (Oder),-4.478538513183594,DD,sem,days_with_precipitation_amount_below_threshold,days,1
12054_Potsdam,-4.298942565917969,DD,sem,days_with_precipitation_amount_below_threshold,days,1
12060_Barnim,-4.77105712890625,DD,sem,days_with_precipitation_amount_below_threshold,days,1
12061_Dahme-Spreewald,-3.8011856079101562,DD,sem,days_with_precipitation_amount_below_threshold,days,1
12062_Elbe-Elster,-3.5059776306152344,DD,sem,days_with_precipitation_amount_below_threshold,days,1
12063_Havelland,-5.566318511962891,DD,sem,days_with_precipitation_amount_below_threshold,days,1
12064_Märkisch-Oderland,-4.543003082275391,DD,sem,days_with_precipitation_amount_below_threshold,days,1
12065_Oberhavel,-5.335884094238281,DD,sem,days_with_precipitation_amount_below_threshold,days,1
12066_Oberspreewald-Lausitz,-4.3486328125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
12067_Oder-Spree,-4.2022857666015625,DD,sem,days_with_precipitation_amount_below_threshold,days,1
12068_Ostprignitz-Ruppin,-5.287925720214844,DD,sem,days_with_precipitation_amount_below_threshold,days,1
12069_Potsdam-Mittelmark,-3.9607200622558594,DD,sem,days_with_precipitation_amount_below_threshold,days,1
12070_Prignitz,-5.2352142333984375,DD,sem,days_with_precipitation_amount_below_threshold,days,1
12071_Spree-Neiße,-3.5903663635253906,DD,sem,days_with_precipitation_amount_below_threshold,days,1
12072_Teltow-Fläming,-3.565013885498047,DD,sem,days_with_precipitation_amount_below_threshold,days,1
12073_Uckermark,-3.8477210998535156,DD,sem,days_with_precipitation_amount_below_threshold,days,1
13003_Rostock,-4.803798675537109,DD,sem,days_with_precipitation_amount_below_threshold,days,1
13004_Schwerin,-4.384403228759766,DD,sem,days_with_precipitation_amount_below_threshold,days,1
13072_Rostock,-4.143627166748047,DD,sem,days_with_precipitation_amount_below_threshold,days,1
13076_Ludwigslust-Parchim,-4.304500579833984,DD,sem,days_with_precipitation_amount_below_threshold,days,1
13071_Mecklenburgische Seenplatte,-4.240913391113281,DD,sem,days_with_precipitation_amount_below_threshold,days,1
13073_Vorpommern-Rügen,-4.1846923828125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
13074_Nordwestmecklenburg,-4.021579742431641,DD,sem,days_with_precipitation_amount_below_threshold,days,1
13075_Vorpommern-Greifswald,-3.8763809204101562,DD,sem,days_with_precipitation_amount_below_threshold,days,1
14511_Chemnitz,-3.4465904235839844,DD,sem,days_with_precipitation_amount_below_threshold,days,1
14522_Mittelsachsen,-3.5630111694335938,DD,sem,days_with_precipitation_amount_below_threshold,days,1
14523_Vogtlandkreis,-4.6403961181640625,DD,sem,days_with_precipitation_amount_below_threshold,days,1
14521_Erzgebirgskreis,-3.2456512451171875,DD,sem,days_with_precipitation_amount_below_threshold,days,1
14524_Zwickau,-4.489601135253906,DD,sem,days_with_precipitation_amount_below_threshold,days,1
14612_Dresden,-4.571765899658203,DD,sem,days_with_precipitation_amount_below_threshold,days,1
14626_Görlitz,-3.373798370361328,DD,sem,days_with_precipitation_amount_below_threshold,days,1
14625_Bautzen,-4.364887237548828,DD,sem,days_with_precipitation_amount_below_threshold,days,1
14627_Meißen,-4.844635009765625,DD,sem,days_with_precipitation_amount_below_threshold,days,1
14628_Sächsische Schweiz-Osterzgebirge,-3.3869171142578125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
14713_Leipzig,-4.294368743896484,DD,sem,days_with_precipitation_amount_below_threshold,days,1
14729_Leipzig,-3.5874557495117188,DD,sem,days_with_precipitation_amount_below_threshold,days,1
14730_Nordsachsen,-3.5124664306640625,DD,sem,days_with_precipitation_amount_below_threshold,days,1
15001_Dessau-Roßlau,-3.420299530029297,DD,sem,days_with_precipitation_amount_below_threshold,days,1
15082_Anhalt-Bitterfeld,-3.5526771545410156,DD,sem,days_with_precipitation_amount_below_threshold,days,1
15091_Wittenberg,-3.796009063720703,DD,sem,days_with_precipitation_amount_below_threshold,days,1
15002_Halle (Saale),-3.3159828186035156,DD,sem,days_with_precipitation_amount_below_threshold,days,1
15084_Burgenlandkreis,-3.531177520751953,DD,sem,days_with_precipitation_amount_below_threshold,days,1
15088_Saalekreis,-2.8386497497558594,DD,sem,days_with_precipitation_amount_below_threshold,days,1
15087_Mansfeld-Südharz,-3.297229766845703,DD,sem,days_with_precipitation_amount_below_threshold,days,1
15003_Magdeburg,-4.2716827392578125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
15085_Harz,-2.6794586181640625,DD,sem,days_with_precipitation_amount_below_threshold,days,1
15086_Jerichower Land,-4.440021514892578,DD,sem,days_with_precipitation_amount_below_threshold,days,1
15083_Börde,-3.672893524169922,DD,sem,days_with_precipitation_amount_below_threshold,days,1
15090_Stendal,-5.134132385253906,DD,sem,days_with_precipitation_amount_below_threshold,days,1
15089_Salzlandkreis,-3.3239173889160156,DD,sem,days_with_precipitation_amount_below_threshold,days,1
15081_Altmarkkreis Salzwedel,-4.693988800048828,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16051_Erfurt,-4.409122467041016,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16052_Gera,-4.76666259765625,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16053_Jena,-3.706085205078125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16054_Suhl,-3.714862823486328,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16055_Weimar,-4.162834167480469,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16056_Eisenach,-3.2901992797851562,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16061_Eichsfeld,-3.555339813232422,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16062_Nordhausen,-3.537750244140625,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16063_Wartburgkreis,-3.366374969482422,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16064_Unstrut-Hainich-Kreis,-4.012153625488281,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16065_Kyffhäuserkreis,-4.2528839111328125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16066_Schmalkalden-Meiningen,-3.6966705322265625,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16067_Gotha,-3.9605255126953125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16068_Sömmerda,-4.397804260253906,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16069_Hildburghausen,-4.400459289550781,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16070_Ilm-Kreis,-3.798084259033203,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16071_Weimarer Land,-3.925628662109375,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16072_Sonneberg,-3.4714603424072266,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16073_Saalfeld-Rudolstadt,-4.468791961669922,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16074_Saale-Holzland-Kreis,-4.001121520996094,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16075_Saale-Orla-Kreis,-4.402187347412109,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16076_Greiz,-4.861370086669922,DD,sem,days_with_precipitation_amount_below_threshold,days,1
16077_Altenburger Land,-4.487888336181641,DD,sem,days_with_precipitation_amount_below_threshold,days,1
01001_01059_Region_um_Flensburg,-5.627155303955078,DD,sem,days_with_precipitation_amount_below_threshold,days,1
01002_01057_01058_Region_um_Kiel,-5.057445526123047,DD,sem,days_with_precipitation_amount_below_threshold,days,1
01003_13074_01055_01053_01062_Region_um_Lübeck,-4.0119476318359375,DD,sem,days_with_precipitation_amount_below_threshold,days,1
01004_01058_01060_01057_01002_Region_um_Neumünster,-4.880542755126953,DD,sem,days_with_precipitation_amount_below_threshold,days,1
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,-3.618488311767578,DD,sem,days_with_precipitation_amount_below_threshold,days,1
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,-3.6843109130859375,DD,sem,days_with_precipitation_amount_below_threshold,days,1
03103_03154_03151_Region_um_Wolfsburg,-3.94879150390625,DD,sem,days_with_precipitation_amount_below_threshold,days,1
03401_03458_04011_03251_03461_Region_um_Delmenhorst,-4.722927093505859,DD,sem,days_with_precipitation_amount_below_threshold,days,1
03402_03452_03457_Region_um_Emden,-5.136287689208984,DD,sem,days_with_precipitation_amount_below_threshold,days,1
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),-4.637779235839844,DD,sem,days_with_precipitation_amount_below_threshold,days,1
03404_03459_05566_Region_um_Osnabrück,-5.076194763183594,DD,sem,days_with_precipitation_amount_below_threshold,days,1
03405_03455_Region_um_Wilhelmshaven,-5.479637145996094,DD,sem,days_with_precipitation_amount_below_threshold,days,1
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,-5.029018402099609,DD,sem,days_with_precipitation_amount_below_threshold,days,1
04012_03352_03461_Region_um_Bremerhaven,-5.282318115234375,DD,sem,days_with_precipitation_amount_below_threshold,days,1
05111_05162_05158_05112_Region_um_Düsseldorf,-4.976856231689453,DD,sem,days_with_precipitation_amount_below_threshold,days,1
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,-5.381919860839844,DD,sem,days_with_precipitation_amount_below_threshold,days,1
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,-5.308773040771484,DD,sem,days_with_precipitation_amount_below_threshold,days,1
05114_05112_05162_05166_05170_Region_um_Krefeld,-4.990924835205078,DD,sem,days_with_precipitation_amount_below_threshold,days,1
05116_05370_05166_05162_Region_um_Mönchengladbach,-4.240367889404297,DD,sem,days_with_precipitation_amount_below_threshold,days,1
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,-5.202419281005859,DD,sem,days_with_precipitation_amount_below_threshold,days,1
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,-5.453758239746094,DD,sem,days_with_precipitation_amount_below_threshold,days,1
05120_05124_05122_05378_05374_Region_um_Remscheid,-4.507457733154297,DD,sem,days_with_precipitation_amount_below_threshold,days,1
05122_05158_05124_05378_05120_Region_um_Solingen,-4.987957000732422,DD,sem,days_with_precipitation_amount_below_threshold,days,1
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,-4.689884185791016,DD,sem,days_with_precipitation_amount_below_threshold,days,1
05314_05382_Region_um_Bonn,-4.829322814941406,DD,sem,days_with_precipitation_amount_below_threshold,days,1
05316_05315_05378_05158_Region_um_Leverkusen,-4.903995513916016,DD,sem,days_with_precipitation_amount_below_threshold,days,1
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,-5.484504699707031,DD,sem,days_with_precipitation_amount_below_threshold,days,1
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,-5.411327362060547,DD,sem,days_with_precipitation_amount_below_threshold,days,1
05515_05566_05558_05570_Region_um_Münster,-5.0193328857421875,DD,sem,days_with_precipitation_amount_below_threshold,days,1
05711_05754_05758_05766_Region_um_Bielefeld,-4.980792999267578,DD,sem,days_with_precipitation_amount_below_threshold,days,1
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,-5.40606689453125,DD,sem,days_with_precipitation_amount_below_threshold,days,1
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,-5.283618927001953,DD,sem,days_with_precipitation_amount_below_threshold,days,1
05914_05954_05913_05978_05962_Region_um_Hagen,-4.66619873046875,DD,sem,days_with_precipitation_amount_below_threshold,days,1
05915_05978_05974_05570_05558_Region_um_Hamm,-4.657321929931641,DD,sem,days_with_precipitation_amount_below_threshold,days,1
05916_05513_05562_05911_Region_um_Herne,-5.462429046630859,DD,sem,days_with_precipitation_amount_below_threshold,days,1
06411_06432_06438_Region_um_Darmstadt,-5.124485015869141,DD,sem,days_with_precipitation_amount_below_threshold,days,1
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,-4.701580047607422,DD,sem,days_with_precipitation_amount_below_threshold,days,1
06413_06438_06435_06412_Region_um_Offenbach_am_Main,-4.604423522949219,DD,sem,days_with_precipitation_amount_below_threshold,days,1
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,-4.622219085693359,DD,sem,days_with_precipitation_amount_below_threshold,days,1
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,-4.456928253173828,DD,sem,days_with_precipitation_amount_below_threshold,days,1
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,-5.001049041748047,DD,sem,days_with_precipitation_amount_below_threshold,days,1
